Time	Volt	Ampere			
0.6037	9.75833	0.147625			
0.60375	9.73833	0.147808			
0.6038	9.76	0.148033			
0.60385	9.76	0.147817			
0.6039	9.76167	0.147583			
0.60395	9.74667	0.147617			
0.604	9.74583	0.147683			
0.60405	9.75833	0.147742			
0.6041	9.75083	0.147725			
0.60415	9.76333	0.147517			
0.6042	9.7525	0.147792			
0.60425	9.7525	0.147942			
0.6043	9.75	0.1476			
0.60435	9.75917	0.147617			
0.6044	9.765	0.1479			
0.60445	9.745	0.148008			
0.6045	9.75583	0.14785			
0.60455	9.7475	0.147608			
0.6046	9.76167	0.147708			
0.60465	9.76333	0.147992			
0.6047	9.75833	0.148117			
0.60475	9.75583	0.147958			
0.6048	9.73917	0.1479			
0.60485	9.75667	0.148042			
0.6049	9.76	0.1478			
0.60495	9.765	0.14735			
0.605	9.75417	0.14745			
0.60505	9.75083	0.147617			
0.6051	9.75833	0.147617			
0.60515	9.75	0.147675			
0.6052	9.765	0.147517			
0.60525	9.75167	0.147808			
0.6053	9.75167	0.148167			
0.60535	9.7475	0.148067			
0.6054	9.75917	0.147908			
0.60545	9.765	0.148058			
0.6055	9.745	0.148075			
0.60555	9.75167	0.147858			
0.6056	9.74583	0.147708			
0.60565	9.76083	0.147858			
0.6057	9.76167	0.147792			
0.60575	9.7575	0.147625			
0.6058	9.75333	0.147475			
0.60585	9.73833	0.147367			
0.6059	9.75667	0.147592			
0.60595	9.75833	0.147908			
0.606	9.76417	0.147667			
0.60605	9.75167	0.147542			
0.6061	9.7525	0.147742			
0.60615	9.755	0.147858			
0.6062	9.75	0.147833			
0.60625	9.76333	0.147867			
0.6063	9.74833	0.14805			
0.60635	9.75417	0.148217			
0.6064	9.75417	0.148083			
0.60645	9.75917	0.147725			
0.6065	9.76417	0.147583			
0.60655	9.74833	0.147675			
0.6066	9.75333	0.147533			
0.60665	9.74583	0.147167			
0.6067	9.76167	0.14725			
0.60675	9.75833	0.147517			
0.6068	9.76	0.147658			
0.60685	9.75333	0.147875			
0.6069	9.74417	0.147917			
0.60695	9.76083	0.14805			
0.607	9.7575	0.1482			
0.60705	9.7625	0.14805			
0.6071	9.7475	0.147775			
0.60715	9.74833	0.14795			
0.6072	9.75417	0.148017			
0.60725	9.7525	0.147725			
0.6073	9.77083	0.147525			
0.60735	9.74833	0.147567			
0.6074	9.75	0.147667			
0.60745	9.75	0.147708			
0.6075	9.7625	0.147725			
0.60755	9.76	0.147717			
0.6076	9.74833	0.147925			
0.60765	9.75833	0.148083			
0.6077	9.74833	0.147775			
0.60775	9.76167	0.1477			
0.6078	9.75667	0.148008			
0.60785	9.75917	0.148158			
0.6079	9.74833	0.147942			
0.60795	9.74417	0.147817			
0.608	9.7625	0.147858			
0.60805	9.755	0.147975			
0.6081	9.75917	0.147933			
0.60815	9.74667	0.147517			
0.6082	9.7475	0.1475			
0.60825	9.75667	0.147817			
0.6083	9.75583	0.147775			
0.60835	9.77	0.147567			
0.6084	9.74917	0.1477			
0.60845	9.75	0.147883			
0.6085	9.7475	0.147808			
0.60855	9.76083	0.147617			
0.6086	9.75833	0.147525			
0.60865	9.74833	0.147775			
0.6087	9.76167	0.148			
0.60875	9.74667	0.147883			
0.6088	9.76167	0.147558			
0.60885	9.7575	0.1478			
0.6089	9.75833	0.147983			
0.60895	9.75	0.147808			
0.609	9.74833	0.147792			
0.60905	9.765	0.147992			
0.6091	9.76	0.147942			
0.60915	9.76167	0.147858			
0.6092	9.74833	0.147667			
0.60925	9.74833	0.14755			
0.6093	9.75417	0.147725			
0.60935	9.755	0.14775			
0.6094	9.76583	0.147542			
0.60945	9.74917	0.147492			
0.6095	9.75	0.147817			
0.60955	9.74667	0.148042			
0.6096	9.75917	0.147967			
0.60965	9.76	0.148			
0.6097	9.75	0.148125			
0.60975	9.76	0.148083			
0.6098	9.74667	0.148			
0.60985	9.76	0.14765			
0.6099	9.75917	0.14755			
0.60995	9.76083	0.14775			
0.61	9.745	0.14755			
0.61005	9.74667	0.14715			
0.6101	9.7625	0.147283			
0.61015	9.76	0.147508			
0.6102	9.76417	0.1477			
0.61025	9.74833	0.147708			
0.6103	9.75083	0.1477			
0.61035	9.75333	0.147883			
0.6104	9.76	0.1481			
0.61045	9.77	0.148083			
0.6105	9.745	0.147892			
0.61055	9.75333	0.148042			
0.6106	9.74667	0.148225			
0.61065	9.76333	0.147892			
0.6107	9.75917	0.147583			
0.61075	9.7525	0.147642			
0.6108	9.76	0.147583			
0.61085	9.745	0.147592			
0.6109	9.76333	0.147475			
0.61095	9.75917	0.147375			
0.611	9.7575	0.147733			
0.61105	9.75	0.147858			
0.6111	9.74667	0.147783			
0.61115	9.76167	0.147775			
0.6112	9.75333	0.147975			
0.61125	9.76417	0.14805			
0.6113	9.74917	0.147808			
0.61135	9.755	0.147683			
0.6114	9.755	0.147733			
0.61145	9.75833	0.147792			
0.6115	9.7675	0.147783			
0.61155	9.74417	0.147533			
0.6116	9.75167	0.147483			
0.61165	9.7475	0.147792			
0.6117	9.7625	0.147783			
0.61175	9.76167	0.147458			
0.6118	9.7525	0.147683			
0.61185	9.755	0.147883			
0.6119	9.74167	0.147917			
0.61195	9.76167	0.147883			
0.612	9.75667	0.147733			
0.61205	9.75833	0.147892			
0.6121	9.74667	0.148075			
0.61215	9.75167	0.147942			
0.6122	9.75917	0.147767			
0.61225	9.75	0.148008			
0.6123	9.7625	0.148275			
0.61235	9.74833	0.148125			
0.6124	9.7525	0.147975			
0.61245	9.75167	0.1482			
0.6125	9.75667	0.148167			
0.61255	9.76	0.147975			
0.6126	9.73833	0.147625			
0.61265	9.7525	0.147533			
0.6127	9.74917	0.147708			
0.61275	9.76083	0.147725			
0.6128	9.76	0.147467			
0.61285	9.75667	0.147442			
0.6129	9.755	0.147792			
0.61295	9.74167	0.147833			
0.613	9.76	0.147733			
0.61305	9.76	0.147725			
0.6131	9.76167	0.147842			
0.61315	9.74833	0.147917			
0.6132	9.75	0.147942			
0.61325	9.76	0.147767			
0.6133	9.75167	0.147717			
0.61335	9.76	0.147833			
0.6134	9.74667	0.147675			
0.61345	9.7525	0.147383			
0.6135	9.75167	0.147433			
0.61355	9.76167	0.147683			
0.6136	9.76583	0.147675			
0.61365	9.74167	0.147725			
0.6137	9.74917	0.1477			
0.61375	9.7475	0.147833			
0.6138	9.76333	0.1481			
0.61385	9.75667	0.1481			
0.6139	9.75333	0.147933			
0.61395	9.75167	0.148175			
0.614	9.7425	0.148292			
0.61405	9.76167	0.148			
0.6141	9.75833	0.147792			
0.61415	9.75833	0.147867			
0.6142	9.74667	0.14785			
0.61425	9.75333	0.14775			
0.6143	9.76083	0.147467			
0.61435	9.755	0.1474			
0.6144	9.75667	0.1476			
0.61445	9.74833	0.147867			
0.6145	9.75167	0.147833			
0.61455	9.7525	0.147783			
0.6146	9.76083	0.1481			
0.61465	9.75833	0.148075			
0.6147	9.74167	0.147833			
0.61475	9.74917	0.147883			
0.6148	9.74917	0.148067			
0.61485	9.76167	0.148183			
0.6149	9.75833	0.148108			
0.61495	9.75583	0.1477			
0.615	9.75	0.147742			
0.61505	9.7425	0.147983			
0.6151	9.75917	0.147833			
0.61515	9.75167	0.14755			
0.6152	9.75833	0.14755			
0.61525	9.74667	0.147683			
0.6153	9.74833	0.147625			
0.61535	9.75833	0.147567			
0.6154	9.75	0.1477			
0.61545	9.76083	0.14795			
0.6155	9.74667	0.148208			
0.61555	9.75167	0.1481			
0.6156	9.75083	0.147725			
0.61565	9.7625	0.148			
0.6157	9.76	0.148258			
0.61575	9.74583	0.147958			
0.6158	9.755	0.147792			
0.61585	9.75083	0.147883			
0.6159	9.76083	0.147892			
0.61595	9.75833	0.147858			
0.616	9.7525	0.147617			
0.61605	9.745	0.147667			
0.6161	9.74417	0.147833			
0.61615	9.76417	0.147867			
0.6162	9.755	0.147617			
0.61625	9.75833	0.147567			
0.6163	9.74667	0.147925			
0.61635	9.75167	0.147967			
0.6164	9.7575	0.147683			
0.61645	9.75083	0.147708			
0.6165	9.76583	0.147867			
0.61655	9.74417	0.147958			
0.6166	9.75083	0.14815			
0.61665	9.74917	0.148017			
0.6167	9.76583	0.148025			
0.61675	9.75667	0.148192			
0.6168	9.74667	0.147817			
0.61685	9.76	0.147508			
0.6169	9.75167	0.147508			
0.61695	9.76167	0.14765			
0.617	9.75583	0.147708			
0.61705	9.75417	0.147617			
0.6171	9.74833	0.147617			
0.61715	9.75	0.147783			
0.6172	9.76583	0.147975			
0.61725	9.7575	0.14805			
0.6173	9.76	0.148025			
0.61735	9.74583	0.148183			
0.6174	9.7525	0.148333			
0.61745	9.75333	0.148092			
0.6175	9.76	0.147983			
0.61755	9.76333	0.148142			
0.6176	9.74167	0.147967			
0.61765	9.75417	0.147833			
0.6177	9.75167	0.147567			
0.61775	9.76167	0.1474			
0.6178	9.75833	0.147583			
0.61785	9.75	0.147542			
0.6179	9.75417	0.147408			
0.61795	9.74167	0.147542			
0.618	9.765	0.147975			
0.61805	9.7575	0.148225			
0.6181	9.755	0.148125			
0.61815	9.74667	0.14805			
0.6182	9.74833	0.14805			
0.61825	9.76333	0.147892			
0.6183	9.75083	0.147733			
0.61835	9.76	0.147483			
0.6184	9.74667	0.147525			
0.61845	9.75417	0.147833			
0.6185	9.755	0.147717			
0.61855	9.7575	0.1473			
0.6186	9.75833	0.147483			
0.61865	9.74583	0.14765			
0.6187	9.755	0.14765			
0.61875	9.75	0.147833			
0.6188	9.76417	0.147817			
0.61885	9.75667	0.148058			
0.6189	9.75417	0.148133			
0.61895	9.74917	0.147833			
0.619	9.7475	0.147608			
0.61905	9.77	0.147883			
0.6191	9.755	0.148			
0.61915	9.755	0.147758			
0.6192	9.74667	0.147525			
0.61925	9.75417	0.147783			
0.6193	9.7625	0.147883			
0.61935	9.75583	0.147825			
0.6194	9.76417	0.147725			
0.61945	9.7425	0.147617			
0.6195	9.755	0.147825			
0.61955	9.75417	0.147925			
0.6196	9.76167	0.147567			
0.61965	9.75833	0.147758			
0.6197	9.74667	0.148142			
0.61975	9.76167	0.148117			
0.6198	9.75167	0.147975			
0.61985	9.76167	0.147825			
0.6199	9.75583	0.147967			
0.61995	9.755	0.148017			
0.62	9.74833	0.147933			
0.62005	9.75167	0.147758			
0.6201	9.7675	0.147883			
0.62015	9.75083	0.148117			
0.6202	9.755	0.148017			
0.62025	9.74333	0.14775			
0.6203	9.7525	0.147867			
0.62035	9.75833	0.147875			
0.6204	9.75917	0.147633			
0.62045	9.7625	0.147608			
0.6205	9.74333	0.1476			
0.62055	9.75167	0.147717			
0.6206	9.755	0.14795			
0.62065	9.765	0.147783			
0.6207	9.75833	0.14765			
0.62075	9.74917	0.147858			
0.6208	9.76	0.147933			
0.62085	9.75083	0.147842			
0.6209	9.7675	0.147858			
0.62095	9.7525	0.147958			
0.621	9.75667	0.147992			
0.62105	9.74833	0.147817			
0.6211	9.75167	0.147583			
0.62115	9.76583	0.147567			
0.6212	9.74833	0.147717			
0.62125	9.75833	0.147733			
0.6213	9.74417	0.147425			
0.62135	9.75667	0.147425			
0.6214	9.75583	0.1478			
0.62145	9.76083	0.147858			
0.6215	9.75833	0.147975			
0.62155	9.74083	0.148067			
0.6216	9.75333	0.1481			
0.62165	9.755	0.148183			
0.6217	9.76417	0.147958			
0.62175	9.75417	0.147692			
0.6218	9.75	0.147858			
0.62185	9.74917	0.147983			
0.6219	9.745	0.147733			
0.62195	9.765	0.147375			
0.622	9.75417	0.147417			
0.62205	9.755	0.147567			
0.6221	9.74667	0.147608			
0.62215	9.755	0.1476			
0.6222	9.7625	0.147683			
0.62225	9.74833	0.1478			
0.6223	9.7525	0.148117			
0.62235	9.74667	0.148			
0.6224	9.75417	0.147833			
0.62245	9.75917	0.1481			
0.6225	9.76333	0.1481			
0.62255	9.75833	0.14775			
0.6226	9.73833	0.14755			
0.62265	9.755	0.147717			
0.6227	9.7575	0.147858			
0.62275	9.765	0.147783			
0.6228	9.75583	0.147483			
0.62285	9.74917	0.147433			
0.6229	9.75417	0.1477			
0.62295	9.74667	0.147858			
0.623	9.765	0.147658			
0.62305	9.7525	0.147758			
0.6231	9.75417	0.148067			
0.62315	9.74667	0.148042			
0.6232	9.75417	0.147717			
0.62325	9.76417	0.147725			
0.6233	9.75667	0.147883			
0.62335	9.7525	0.147933			
0.6234	9.75	0.147875			
0.62345	9.75417	0.147583			
0.6235	9.76	0.147667			
0.62355	9.75917	0.148042			
0.6236	9.76083	0.147917			
0.62365	9.74667	0.147625			
0.6237	9.75417	0.1478			
0.62375	9.75417	0.147917			
0.6238	9.7625	0.14765			
0.62385	9.755	0.147383			
0.6239	9.74667	0.1475			
0.62395	9.76	0.147725			
0.624	9.75417	0.147783			
0.62405	9.76833	0.147742			
0.6241	9.75583	0.147592			
0.62415	9.75417	0.147858			
0.6242	9.74833	0.14825			
0.62425	9.75083	0.148167			
0.6243	9.77083	0.148217			
0.62435	9.7525	0.1483			
0.6244	9.75667	0.1481			
0.62445	9.74333	0.147817			
0.6245	9.7575	0.14755			
0.62455	9.75833	0.1475			
0.6246	9.7575	0.147675			
0.62465	9.765	0.147658			
0.6247	9.74417	0.147383			
0.62475	9.75583	0.1474			
0.6248	9.755	0.14775			
0.62485	9.76083	0.147875			
0.6249	9.75833	0.147683			
0.62495	9.74167	0.147717			
0.625	9.76167	0.147933			
0.62505	9.7525	0.148083			
0.6251	9.765	0.1481			
0.62515	9.75583	0.148			
0.6252	9.75083	0.147983			
0.62525	9.74667	0.148092			
0.6253	9.7475	0.1478			
0.62535	9.77	0.147317			
0.6254	9.75417	0.147458			
0.62545	9.75	0.147758			
0.6255	9.74667	0.147708			
0.62555	9.74917	0.147592			
0.6256	9.76167	0.147717			
0.62565	9.75167	0.147817			
0.6257	9.75833	0.147975			
0.62575	9.74667	0.147992			
0.6258	9.75417	0.147992			
0.62585	9.7575	0.148192			
0.6259	9.76083	0.148325			
0.62595	9.75833	0.147992			
0.626	9.74417	0.147675			
0.62605	9.755	0.147883			
0.6261	9.755	0.147908			
0.62615	9.76167	0.147592			
0.6262	9.75	0.147375			
0.62625	9.75	0.14735			
0.6263	9.75	0.147467			
0.62635	9.7475	0.147717			
0.6264	9.7675	0.1476			
0.62645	9.75583	0.14765			
0.6265	9.75417	0.148008			
0.62655	9.74667	0.148008			
0.6266	9.75583	0.147808			
0.62665	9.75667	0.147833			
0.6267	9.7525	0.148058			
0.62675	9.76333	0.14805			
0.6268	9.74333	0.147875			
0.62685	9.75333	0.147733			
0.6269	9.755	0.147775			
0.62695	9.7625	0.147967			
0.627	9.75417	0.147967			
0.62705	9.74583	0.147675			
0.6271	9.75667	0.147825			
0.62715	9.74833	0.147933			
0.6272	9.76417	0.147692			
0.62725	9.75167	0.147575			
0.6273	9.755	0.147725			
0.62735	9.75	0.147892			
0.6274	9.75583	0.147967			
0.62745	9.76667	0.14775			
0.6275	9.74833	0.14755			
0.62755	9.75667	0.147808			
0.6276	9.74667	0.147992			
0.62765	9.75667	0.1478			
0.6277	9.7575	0.147733			
0.62775	9.76417	0.147883			
0.6278	9.75833	0.147933			
0.62785	9.73833	0.147825			
0.6279	9.75583	0.14775			
0.62795	9.75167	0.147758			
0.628	9.765	0.147758			
0.62805	9.755	0.147717			
0.6281	9.75	0.147508			
0.62815	9.75167	0.14755			
0.6282	9.7425	0.147883			
0.62825	9.7675	0.14775			
0.6283	9.755	0.147533			
0.62835	9.75	0.147633			
0.6284	9.74667	0.147833			
0.62845	9.755	0.147967			
0.6285	9.76333	0.148083			
0.62855	9.74667	0.147975			
0.6286	9.75417	0.148			
0.62865	9.74333	0.1481			
0.6287	9.755	0.147917			
0.62875	9.75583	0.147692			
0.6288	9.76167	0.147808			
0.62885	9.75333	0.147967			
0.6289	9.73667	0.147667			
0.62895	9.7525	0.147375			
0.629	9.755	0.147508			
0.62905	9.765	0.147592			
0.6291	9.75167	0.147867			
0.62915	9.74917	0.148042			
0.6292	9.75667	0.147925			
0.62925	9.74667	0.148183			
0.6293	9.76	0.148242			
0.62935	9.74917	0.147908			
0.6294	9.75583	0.147792			
0.62945	9.74667	0.14795			
0.6295	9.75583	0.148058			
0.62955	9.76083	0.147825			
0.6296	9.7475	0.147517			
0.62965	9.75417	0.147575			
0.6297	9.745	0.147758			
0.62975	9.755	0.14775			
0.6298	9.75667	0.147517			
0.62985	9.7575	0.147492			
0.6299	9.75083	0.147883			
0.62995	9.7425	0.14795			
0.63	9.76083	0.147783			
0.63005	9.7525	0.147883			
0.6301	9.76667	0.148017			
0.63015	9.7525	0.148			
0.6302	9.74833	0.147942			
0.63025	9.75	0.147642			
0.6303	9.75333	0.147775			
0.63035	9.7725	0.148017			
0.6304	9.7525	0.147817			
0.63045	9.755	0.147608			
0.6305	9.74583	0.1477			
0.63055	9.75833	0.14795			
0.6306	9.76083	0.147892			
0.63065	9.7525	0.147733			
0.6307	9.76083	0.147825			
0.63075	9.74667	0.147917			
0.6308	9.75167	0.14785			
0.63085	9.75417	0.147792			
0.6309	9.76	0.147667			
0.63095	9.75167	0.147975			
0.631	9.74667	0.148125			
0.63105	9.76083	0.147825			
0.6311	9.75	0.147758			
0.63115	9.76333	0.1481			
0.6312	9.75	0.148083			
0.63125	9.74833	0.147992			
0.6313	9.74667	0.147908			
0.63135	9.75917	0.147858			
0.6314	9.765	0.147908			
0.63145	9.745	0.147725			
0.6315	9.75417	0.147558			
0.63155	9.745	0.147683			
0.6316	9.76083	0.147883			
0.63165	9.76	0.14785			
0.6317	9.76167	0.147583			
0.63175	9.75667	0.147667			
0.6318	9.73833	0.147875			
0.63185	9.75667	0.14805			
0.6319	9.75917	0.1482			
0.63195	9.76417	0.148075			
0.632	9.75333	0.1481			
0.63205	9.74917	0.148317			
0.6321	9.755	0.148083			
0.63215	9.74917	0.147717			
0.6322	9.76167	0.147908			
0.63225	9.74917	0.147817			
0.6323	9.75333	0.147567			
0.63235	9.74833	0.147417			
0.6324	9.7575	0.147425			
0.63245	9.75917	0.147583			
0.6325	9.7475	0.147683			
0.63255	9.75917	0.147658			
0.6326	9.74917	0.147692			
0.63265	9.7575	0.148042			
0.6327	9.75917	0.148258			
0.63275	9.76	0.148142			
0.6328	9.75	0.148017			
0.63285	9.745	0.14815			
0.6329	9.76333	0.148058			
0.63295	9.75667	0.147842			
0.633	9.76333	0.147658			
0.63305	9.74583	0.147567			
0.6331	9.75083	0.147683			
0.63315	9.75167	0.147592			
0.6332	9.75667	0.147225			
0.63325	9.77167	0.147375			
0.6333	9.75	0.147617			
0.63335	9.75167	0.147658			
0.6334	9.74667	0.147758			
0.63345	9.75667	0.147917			
0.6335	9.76167	0.14815			
0.63355	9.75417	0.148175			
0.6336	9.75833	0.147967			
0.63365	9.74417	0.147783			
0.6337	9.75833	0.147842			
0.63375	9.75417	0.148017			
0.6338	9.76083	0.147733			
0.63385	9.74917	0.147342			
0.6339	9.74583	0.147642			
0.63395	9.76	0.147833			
0.634	9.74833	0.1478			
0.63405	9.765	0.147833			
0.6341	9.74667	0.147883			
0.63415	9.75	0.147867			
0.6342	9.74917	0.147908			
0.63425	9.75583	0.147617			
0.6343	9.765	0.147642			
0.63435	9.74667	0.148025			
0.6344	9.75	0.148133			
0.63445	9.74417	0.147925			
0.6345	9.76167	0.1478			
0.63455	9.75667	0.147925			
0.6346	9.75583	0.147883			
0.63465	9.75167	0.1477			
0.6347	9.73833	0.147542			
0.63475	9.75667	0.14765			
0.6348	9.755	0.147817			
0.63485	9.76	0.147817			
0.6349	9.75	0.14755			
0.63495	9.74917	0.1478			
0.635	9.75417	0.148092			
0.63505	9.75167	0.1478			
0.6351	9.76333	0.147658			
0.63515	9.74417	0.147742			
0.6352	9.75167	0.147758			
0.63525	9.75	0.147925			
0.6353	9.76	0.147842			
0.63535	9.76333	0.147733			
0.6354	9.74917	0.147975			
0.63545	9.75833	0.148133			
0.6355	9.74667	0.147958			
0.63555	9.76167	0.1478			
0.6356	9.7575	0.147975			
0.63565	9.76	0.148			
0.6357	9.75083	0.147717			
0.63575	9.74583	0.147575			
0.6358	9.77	0.147675			
0.63585	9.76	0.147783			
0.6359	9.76167	0.147917			
0.63595	9.74667	0.14765			
0.636	9.74833	0.147567			
0.63605	9.75167	0.147967			
0.6361	9.76083	0.148117			
0.63615	9.76917	0.148058			
0.6362	9.74833	0.148142			
0.63625	9.75	0.148183			
0.6363	9.75	0.148175			
0.63635	9.76	0.147992			
0.6364	9.7575	0.147658			
0.63645	9.7525	0.147608			
0.6365	9.7575	0.14775			
0.63655	9.74667	0.147567			
0.6366	9.765	0.147258			
0.63665	9.75583	0.147417			
0.6367	9.75667	0.147775			
0.63675	9.74917	0.147783			
0.6368	9.74917	0.147758			
0.63685	9.76167	0.147925			
0.6369	9.75167	0.147992			
0.63695	9.7625	0.148125			
0.637	9.74667	0.148092			
0.63705	9.75	0.147775			
0.6371	9.755	0.148058			
0.63715	9.76083	0.148225			
0.6372	9.76167	0.147833			
0.63725	9.74167	0.147642			
0.6373	9.75	0.147742			
0.63735	9.74833	0.147725			
0.6374	9.7625	0.147533			
0.63745	9.75667	0.147183			
0.6375	9.7525	0.147317			
0.63755	9.75	0.1476			
0.6376	9.74	0.147867			
0.63765	9.76083	0.147858			
0.6377	9.7575	0.147925			
0.63775	9.76	0.148183			
0.6378	9.74833	0.14805			
0.63785	9.7525	0.147717			
0.6379	9.75833	0.147775			
0.63795	9.75083	0.147967			
0.638	9.76167	0.14795			
0.63805	9.7475	0.14785			
0.6381	9.75167	0.147542			
0.63815	9.75167	0.147625			
0.6382	9.76333	0.147942			
0.63825	9.75167	0.147808			
0.6383	9.7475	0.147625			
0.63835	9.7575	0.147725			
0.6384	9.74833	0.147783			
0.63845	9.76167	0.147675			
0.6385	9.755	0.147517			
0.63855	9.75583	0.147675			
0.6386	9.74833	0.147867			
0.63865	9.74917	0.147967			
0.6387	9.76917	0.14785			
0.63875	9.75833	0.147675			
0.6388	9.7575	0.147917			
0.63885	9.74417	0.148225			
0.6389	9.75	0.148025			
0.63895	9.7575	0.147925			
0.639	9.75833	0.148042			
0.63905	9.7675	0.147775			
0.6391	9.74833	0.14765			
0.63915	9.75167	0.147575			
0.6392	9.75	0.147658			
0.63925	9.76167	0.147892			
0.6393	9.755	0.147783			
0.63935	9.74917	0.147508			
0.6394	9.76083	0.147575			
0.63945	9.75083	0.147858			
0.6395	9.7625	0.148			
0.63955	9.75667	0.1479			
0.6396	9.75833	0.147867			
0.63965	9.74833	0.148017			
0.6397	9.75	0.148008			
0.63975	9.765	0.148042			
0.6398	9.74833	0.14775			
0.63985	9.76	0.147733			
0.6399	9.74667	0.147975			
0.63995	9.75417	0.147675			
0.64	9.755	0.147267			
0.64005	9.76167	0.14755			
0.6401	9.76167	0.147683			
0.64015	9.74	0.147583			
0.6402	9.74917	0.147508			
0.64025	9.74917	0.14755			
0.6403	9.76417	0.14785			
0.64035	9.75833	0.147983			
0.6404	9.75167	0.14795			
0.64045	9.74833	0.147825			
0.6405	9.74167	0.147958			
0.64055	9.76167	0.148083			
0.6406	9.75667	0.14775			
0.64065	9.755	0.147483			
0.6407	9.74833	0.147692			
0.64075	9.74917	0.147708			
0.6408	9.765	0.147525			
0.64085	9.74917	0.147358			
0.6409	9.76333	0.147333			
0.64095	9.74667	0.147658			
0.641	9.7525	0.147808			
0.64105	9.76	0.147725			
0.6411	9.76083	0.147908			
0.64115	9.765	0.148183			
0.6412	9.74083	0.1481			
0.64125	9.755	0.147792			
0.6413	9.75417	0.147792			
0.64135	9.76583	0.148			
0.6414	9.75583	0.148067			
0.64145	9.74833	0.147908			
0.6415	9.755	0.147642			
0.64155	9.7425	0.147592			
0.6416	9.765	0.14775			
0.64165	9.755	0.147625			
0.6417	9.75833	0.147383			
0.64175	9.745	0.1477			
0.6418	9.7525	0.147967			
0.64185	9.76917	0.147767			
0.6419	9.75917	0.147708			
0.64195	9.75667	0.147833			
0.642	9.74333	0.147917			
0.64205	9.75083	0.147925			
0.6421	9.7575	0.147858			
0.64215	9.75833	0.147725			
0.6422	9.76333	0.147983			
0.64225	9.74833	0.148092			
0.6423	9.75167	0.147858			
0.64235	9.75417	0.147625			
0.6424	9.7625	0.147783			
0.64245	9.76	0.147817			
0.6425	9.7475	0.147683			
0.64255	9.75833	0.147617			
0.6426	9.7475	0.147742			
0.64265	9.7625	0.147717			
0.6427	9.755	0.14775			
0.64275	9.75167	0.147467			
0.6428	9.74667	0.147417			
0.64285	9.74667	0.1478			
0.6429	9.76917	0.147725			
0.64295	9.75417	0.1476			
0.643	9.75667	0.147658			
0.64305	9.7425	0.147917			
0.6431	9.75083	0.148033			
0.64315	9.7575	0.148067			
0.6432	9.75417	0.147892			
0.64325	9.76583	0.147867			
0.6433	9.745	0.147875			
0.64335	9.75083	0.147708			
0.6434	9.75167	0.147417			
0.64345	9.7625	0.147658			
0.6435	9.75917	0.148008			
0.64355	9.74667	0.147775			
0.6436	9.75917	0.147483			
0.64365	9.75	0.1476			
0.6437	9.7625	0.147658			
0.64375	9.75667	0.147908			
0.6438	9.7575	0.147933			
0.64385	9.74667	0.147917			
0.6439	9.74833	0.14805			
0.64395	9.7675	0.148158			
0.644	9.75833	0.147925			
0.64405	9.75667	0.147808			
0.6441	9.74583	0.148008			
0.64415	9.75167	0.148			
0.6442	9.75583	0.147625			
0.64425	9.75667	0.147283			
0.6443	9.76083	0.1473			
0.64435	9.73833	0.14735			
0.6444	9.755	0.147533			
0.64445	9.7525	0.147408			
0.6445	9.76417	0.147483			
0.64455	9.75667	0.147942			
0.6446	9.75167	0.148067			
0.64465	9.75167	0.147908			
0.6447	9.74083	0.148042			
0.64475	9.76667	0.148142			
0.6448	9.75917	0.148017			
0.64485	9.7575	0.147783			
0.6449	9.74833	0.147475			
0.64495	9.7525	0.147608			
0.645	9.765	0.147808			
0.64505	9.75167	0.147583			
0.6451	9.755	0.147283			
0.64515	9.74667	0.147442			
0.6452	9.7575	0.147733			
0.64525	9.75583	0.147608			
0.6453	9.76333	0.147533			
0.64535	9.7575	0.147792			
0.6454	9.7425	0.1479			
0.64545	9.755	0.147858			
0.6455	9.75417	0.147942			
0.64555	9.765	0.147858			
0.6456	9.75417	0.148225			
0.64565	9.74667	0.148417			
0.6457	9.74667	0.147958			
0.64575	9.74833	0.147725			
0.6458	9.77167	0.147817			
0.64585	9.75417	0.147917			
0.6459	9.75583	0.147858			
0.64595	9.745	0.147758			
0.646	9.75583	0.147892			
0.64605	9.76	0.147942			
0.6461	9.75833	0.147733			
0.64615	9.7675	0.147442			
0.6462	9.74417	0.147508			
0.64625	9.7525	0.147867			
0.6463	9.75667	0.147917			
0.64635	9.76333	0.147667			
0.6464	9.75167	0.147742			
0.64645	9.74917	0.147883			
0.6465	9.7575	0.147883			
0.64655	9.75583	0.147967			
0.6466	9.76333	0.147817			
0.64665	9.7525	0.147783			
0.6467	9.7525	0.14795			
0.64675	9.74667	0.14775			
0.6468	9.75083	0.147575			
0.64685	9.76667	0.14775			
0.6469	9.7475	0.147783			
0.64695	9.75833	0.147608			
0.647	9.74167	0.147483			
0.64705	9.75583	0.147617			
0.6471	9.75583	0.147775			
0.64715	9.75833	0.147917			
0.6472	9.75667	0.14785			
0.64725	9.73833	0.147767			
0.6473	9.75583	0.148033			
0.64735	9.75333	0.148258			
0.6474	9.76167	0.147967			
0.64745	9.755	0.147758			
0.6475	9.75083	0.147958			
0.64755	9.75417	0.147833			
0.6476	9.74667	0.147675			
0.64765	9.76333	0.147425			
0.6477	9.7575	0.147425			
0.64775	9.75667	0.147642			
0.6478	9.75083	0.147592			
0.64785	9.75417	0.1474			
0.6479	9.765	0.1476			
0.64795	9.74667	0.147983			
0.648	9.75833	0.14805			
0.64805	9.74583	0.14795			
0.6481	9.75833	0.148083			
